hotel,arrival_date,arrival_year,arrival_month_num,arrival_date_month,lead_time,lead_time_category,total_guests,total_nights,is_cancelled,adr,estimated_revenue,market_segment,distribution_channel,customer_type,meal,country,deposit_type,reservation_status
City Hotel,2016-03-22,2016,3,March,40,31-90 days,3.0,1,True,131.4,131.4,Online TA,TA/TO,Transient,BB,IRL,No Deposit,Canceled
City Hotel,2016-03-22,2016,3,March,6,0-30 days,2.0,2,True,89.0,178.0,Online TA,TA/TO,Transient,SC,ESP,No Deposit,Canceled
City Hotel,2016-03-22,2016,3,March,45,31-90 days,2.0,2,True,88.2,176.4,Online TA,TA/TO,Transient,SC,GBR,No Deposit,Canceled
City Hotel,2016-03-22,2016,3,March,251,>90 days,2.0,3,True,125.0,375.0,Groups,TA/TO,Transient,BB,PRT,Non Refund,Canceled
City Hotel,2016-03-22,2016,3,March,251,>90 days,1.0,3,True,90.0,270.0,Groups,TA/TO,Transient,BB,PRT,Non Refund,Canceled
City Hotel,2016-03-22,2016,3,March,27,0-30 days,2.0,3,True,129.0,387.0,Online TA,TA/TO,Transient,SC,GBR,No Deposit,Canceled
City Hotel,2016-03-22,2016,3,March,55,31-90 days,3.0,3,True,131.4,394.20000000000005,Online TA,TA/TO,Transient,BB,GIB,No Deposit,Canceled
City Hotel,2016-03-22,2016,3,March,52,31-90 days,3.0,3,True,131.4,394.20000000000005,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-22,2016,3,March,55,31-90 days,2.0,3,True,99.0,297.0,Online TA,TA/TO,Transient,BB,GIB,No Deposit,Canceled
City Hotel,2016-03-22,2016,3,March,42,31-90 days,3.0,3,True,76.05,228.14999999999998,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,Canceled
City Hotel,2016-03-22,2016,3,March,43,31-90 days,2.0,3,True,88.2,264.6,Online TA,TA/TO,Transient,SC,IRL,No Deposit,Canceled
City Hotel,2016-03-22,2016,3,March,34,31-90 days,3.0,3,True,115.2,345.6,Online TA,TA/TO,Transient,BB,DEU,No Deposit,Canceled
City Hotel,2016-03-22,2016,3,March,27,0-30 days,5.0,4,True,277.5,1110.0,Direct,Direct,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-22,2016,3,March,64,31-90 days,2.0,4,True,88.5,354.0,Offline TA/TO,TA/TO,Transient,HB,PRT,No Deposit,No-Show
City Hotel,2016-03-22,2016,3,March,5,0-30 days,2.0,5,True,129.0,645.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Canceled
City Hotel,2016-03-22,2016,3,March,77,31-90 days,2.0,5,False,77.35,386.75,Online TA,TA/TO,Transient,SC,DNK,No Deposit,Check-Out
City Hotel,2016-03-22,2016,3,March,77,31-90 days,2.0,7,False,87.31,611.1700000000001,Online TA,TA/TO,Transient-Party,BB,CHE,No Deposit,Check-Out
City Hotel,2016-03-22,2016,3,March,77,31-90 days,4.0,7,False,111.72,782.04,Online TA,TA/TO,Transient-Party,BB,CHE,No Deposit,Check-Out
City Hotel,2016-03-22,2016,3,March,8,0-30 days,2.0,9,True,158.22,1423.98,Online TA,TA/TO,Transient,BB,CHN,No Deposit,Canceled
City Hotel,2016-03-22,2016,3,March,77,31-90 days,2.0,4,True,95.7,382.8,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,31,31-90 days,2.0,1,True,126.9,126.9,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,7,0-30 days,2.0,1,True,101.0,101.0,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,34,31-90 days,1.0,1,True,112.5,112.5,Online TA,TA/TO,Transient,BB,CHN,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,5,0-30 days,2.0,1,True,89.0,89.0,Online TA,TA/TO,Transient,SC,ESP,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,45,31-90 days,2.0,2,True,92.7,185.4,Direct,Direct,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,49,31-90 days,2.0,2,True,99.0,198.0,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,99,>90 days,2.0,2,False,89.3,178.6,Online TA,TA/TO,Transient-Party,BB,PRT,No Deposit,Check-Out
City Hotel,2016-03-23,2016,3,March,3,0-30 days,3.0,2,True,139.0,278.0,Online TA,TA/TO,Transient,BB,FRA,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,61,31-90 days,2.0,2,True,117.0,234.0,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,5,0-30 days,2.0,1,True,101.0,101.0,Online TA,TA/TO,Transient,BB,GBR,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,45,31-90 days,2.0,2,True,101.7,203.4,Direct,Direct,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,38,31-90 days,4.0,2,True,171.0,342.0,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,49,31-90 days,2.0,2,True,99.0,198.0,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,39,31-90 days,2.0,3,True,121.8,365.4,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,95,>90 days,2.0,3,False,81.5,244.5,Online TA,TA/TO,Transient,SC,DEU,No Deposit,Check-Out
City Hotel,2016-03-23,2016,3,March,21,0-30 days,2.0,3,True,60.0,180.0,Groups,TA/TO,Transient-Party,BB,PRT,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,103,>90 days,2.0,3,True,99.3,297.9,Online TA,TA/TO,Transient,BB,FRA,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,95,>90 days,1.0,3,False,75.1,225.29999999999998,Online TA,TA/TO,Transient,SC,DEU,No Deposit,Check-Out
City Hotel,2016-03-23,2016,3,March,40,31-90 days,3.0,4,True,145.35,581.4,Online TA,TA/TO,Transient,BB,VEN,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,86,31-90 days,2.0,4,True,88.83,355.32,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,97,>90 days,2.0,4,False,65.42,261.68,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Check-Out
City Hotel,2016-03-23,2016,3,March,82,31-90 days,4.0,4,False,158.83,635.32,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Check-Out
City Hotel,2016-03-23,2016,3,March,88,31-90 days,2.0,4,False,88.7,354.8,Online TA,TA/TO,Transient,BB,FRA,No Deposit,Check-Out
City Hotel,2016-03-23,2016,3,March,40,31-90 days,2.0,4,True,102.15,408.6,Online TA,TA/TO,Transient,SC,FRA,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,40,31-90 days,2.0,4,True,112.95,451.8,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,77,31-90 days,2.0,4,True,88.83,355.32,Online TA,TA/TO,Transient,BB,DEU,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,10,0-30 days,3.0,4,True,182.0,728.0,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,81,31-90 days,2.0,5,True,97.75,488.75,Online TA,TA/TO,Transient,BB,SWE,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,37,31-90 days,3.0,6,True,127.8,766.8,Online TA,TA/TO,Transient,BB,DEU,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,36,31-90 days,2.0,6,True,125.1,750.5999999999999,Online TA,TA/TO,Transient,BB,DEU,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,108,>90 days,2.0,7,False,75.99,531.93,Direct,Direct,Transient-Party,BB,CHE,No Deposit,Check-Out
City Hotel,2016-03-23,2016,3,March,107,>90 days,2.0,7,False,75.0,525.0,Direct,Direct,Transient-Party,BB,CHE,No Deposit,Check-Out
City Hotel,2016-03-23,2016,3,March,36,31-90 days,2.0,6,True,125.1,750.5999999999999,Online TA,TA/TO,Transient,BB,DEU,No Deposit,Canceled
City Hotel,2016-03-23,2016,3,March,81,31-90 days,2.0,7,False,89.31,625.1700000000001,Online TA,TA/TO,Transient,BB,CHE,No Deposit,Check-Out
City Hotel,2016-03-24,2016,3,March,36,31-90 days,3.0,1,True,115.2,115.2,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,50,31-90 days,3.0,1,True,115.2,115.2,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,24,0-30 days,3.0,1,True,159.0,159.0,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,58,31-90 days,2.0,1,True,88.2,88.2,Online TA,TA/TO,Transient,SC,COL,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,36,31-90 days,3.0,1,True,131.4,131.4,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,46,31-90 days,2.0,1,True,99.0,99.0,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,38,31-90 days,2.0,1,True,88.2,88.2,Online TA,TA/TO,Transient,SC,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,33,31-90 days,2.0,2,True,140.4,280.8,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,4,0-30 days,2.0,2,True,134.0,268.0,Online TA,TA/TO,Transient,SC,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,31,31-90 days,1.0,2,True,144.9,289.8,Online TA,TA/TO,Transient,BB,GBR,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,33,31-90 days,3.0,2,True,143.1,286.2,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,76,31-90 days,2.0,3,True,105.3,315.9,Online TA,TA/TO,Transient,BB,GBR,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,32,31-90 days,3.0,3,True,159.3,477.90000000000003,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,99,>90 days,2.0,3,False,85.5,256.5,Online TA,TA/TO,Transient-Party,SC,HRV,No Deposit,Check-Out
City Hotel,2016-03-24,2016,3,March,35,31-90 days,2.0,3,True,125.1,375.29999999999995,Online TA,TA/TO,Transient,SC,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,99,>90 days,2.0,3,False,85.5,256.5,Online TA,TA/TO,Transient-Party,SC,PER,No Deposit,Check-Out
City Hotel,2016-03-24,2016,3,March,38,31-90 days,3.0,3,True,133.8,401.40000000000003,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,78,31-90 days,2.0,3,False,105.3,315.9,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Check-Out
City Hotel,2016-03-24,2016,3,March,36,31-90 days,3.0,3,True,159.0,477.0,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,74,31-90 days,2.0,3,True,114.3,342.9,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,99,>90 days,2.0,3,False,101.5,304.5,Online TA,TA/TO,Transient-Party,SC,ESP,No Deposit,Check-Out
City Hotel,2016-03-24,2016,3,March,33,31-90 days,2.0,3,True,126.9,380.70000000000005,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,37,31-90 days,1.0,3,True,112.2,336.6,Online TA,TA/TO,Transient,BB,LBN,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,3,0-30 days,2.0,3,True,147.67,443.01,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,12,0-30 days,3.0,3,True,183.67,551.01,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,106,>90 days,2.0,3,True,96.3,288.9,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,87,31-90 days,2.0,3,True,105.3,315.9,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,8,0-30 days,2.0,3,True,171.67,515.01,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,78,31-90 days,2.0,4,False,70.03,280.12,Online TA,TA/TO,Transient,BB,DEU,No Deposit,Check-Out
City Hotel,2016-03-24,2016,3,March,34,31-90 days,2.0,4,True,113.85,455.4,Online TA,TA/TO,Transient,SC,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,87,31-90 days,2.0,4,True,62.18,248.72,Online TA,TA/TO,Transient,SC,PRT,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,87,31-90 days,2.0,4,False,70.03,280.12,Online TA,TA/TO,Transient,BB,DEU,No Deposit,Check-Out
City Hotel,2016-03-24,2016,3,March,79,31-90 days,2.0,4,True,90.95,363.8,Online TA,TA/TO,Transient,BB,ITA,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,84,31-90 days,2.0,4,False,99.45,397.8,Online TA,TA/TO,Transient-Party,BB,ESP,No Deposit,Check-Out
City Hotel,2016-03-24,2016,3,March,96,>90 days,1.0,4,False,99.45,397.8,Online TA,TA/TO,Transient-Party,BB,ESP,No Deposit,Check-Out
City Hotel,2016-03-24,2016,3,March,34,31-90 days,2.0,4,True,124.65,498.6,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,157,>90 days,2.0,4,True,106.2,424.8,Online TA,TA/TO,Contract,BB,PRT,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,79,31-90 days,2.0,4,True,90.95,363.8,Online TA,TA/TO,Transient,BB,ITA,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,97,>90 days,2.0,4,False,64.98,259.92,Online TA,TA/TO,Transient,BB,DEU,No Deposit,Check-Out
City Hotel,2016-03-24,2016,3,March,96,>90 days,2.0,4,False,99.45,397.8,Online TA,TA/TO,Transient-Party,BB,ESP,No Deposit,Check-Out
City Hotel,2016-03-24,2016,3,March,81,31-90 days,2.0,4,True,99.45,397.8,Online TA,TA/TO,Transient,BB,CHE,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,83,31-90 days,2.0,4,False,70.03,280.12,Online TA,TA/TO,Transient,BB,GBR,No Deposit,Check-Out
City Hotel,2016-03-24,2016,3,March,108,>90 days,2.0,5,False,120.0,600.0,Online TA,TA/TO,Transient-Party,BB,SWE,No Deposit,Check-Out
City Hotel,2016-03-24,2016,3,March,85,31-90 days,4.0,5,True,157.25,786.25,Online TA,TA/TO,Transient-Party,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,85,31-90 days,2.0,5,True,97.75,488.75,Online TA,TA/TO,Transient-Party,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,108,>90 days,2.0,5,False,120.0,600.0,Online TA,TA/TO,Transient-Party,BB,PRT,No Deposit,Check-Out
City Hotel,2016-03-24,2016,3,March,85,31-90 days,4.0,5,True,157.25,786.25,Online TA,TA/TO,Transient-Party,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,106,>90 days,2.0,4,False,108.5,434.0,Direct,Direct,Transient,BB,ESP,No Deposit,Check-Out
City Hotel,2016-03-24,2016,3,March,83,31-90 days,2.0,4,True,93.6,374.4,Online TA,TA/TO,Transient,BB,CHE,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,84,31-90 days,2.0,4,False,89.75,359.0,Online TA,TA/TO,Transient-Party,SC,ESP,No Deposit,Check-Out
City Hotel,2016-03-24,2016,3,March,82,31-90 days,2.0,4,True,99.45,397.8,Online TA,TA/TO,Transient,BB,DEU,No Deposit,Canceled
City Hotel,2016-03-24,2016,3,March,82,31-90 days,2.0,4,False,99.45,397.8,Online TA,TA/TO,Transient,BB,CHE,No Deposit,Check-Out
City Hotel,2016-03-25,2016,3,March,35,31-90 days,2.0,1,True,5400.0,5400.0,Offline TA/TO,TA/TO,Transient,BB,PRT,Non Refund,Canceled
City Hotel,2016-03-25,2016,3,March,37,31-90 days,3.0,1,True,143.1,143.1,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,41,31-90 days,3.0,2,True,159.3,318.6,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,37,31-90 days,3.0,1,True,143.1,143.1,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,37,31-90 days,3.0,1,True,159.3,159.3,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,41,31-90 days,2.0,2,True,140.4,280.8,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,34,31-90 days,3.0,2,True,159.3,318.6,Online TA,TA/TO,Transient,BB,GBR,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,32,31-90 days,2.0,2,True,149.4,298.8,Online TA,TA/TO,Transient,BB,USA,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,35,31-90 days,2.0,2,True,140.4,280.8,Online TA,TA/TO,Transient,BB,CHE,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,80,31-90 days,2.0,3,False,85.5,256.5,Online TA,TA/TO,Transient-Party,BB,FRA,No Deposit,Check-Out
City Hotel,2016-03-25,2016,3,March,76,31-90 days,2.0,3,True,59.5,178.5,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,No-Show
City Hotel,2016-03-25,2016,3,March,161,>90 days,2.0,3,True,130.0,390.0,Offline TA/TO,TA/TO,Transient,HB,PRT,Non Refund,Canceled
City Hotel,2016-03-25,2016,3,March,94,>90 days,2.0,3,False,95.25,285.75,Online TA,TA/TO,Transient,BB,CHE,No Deposit,Check-Out
City Hotel,2016-03-25,2016,3,March,161,>90 days,2.0,3,True,130.0,390.0,Offline TA/TO,TA/TO,Transient,HB,PRT,Non Refund,Canceled
City Hotel,2016-03-25,2016,3,March,87,31-90 days,2.0,3,True,85.5,256.5,Online TA,TA/TO,Transient,SC,NLD,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,78,31-90 days,2.0,3,True,100.0,300.0,Offline TA/TO,TA/TO,Transient,BB,PRT,Non Refund,Canceled
City Hotel,2016-03-25,2016,3,March,161,>90 days,3.0,3,True,130.0,390.0,Offline TA/TO,TA/TO,Transient,HB,PRT,Non Refund,Canceled
City Hotel,2016-03-25,2016,3,March,90,31-90 days,2.0,3,False,96.3,288.9,Online TA,TA/TO,Transient-Party,BB,DEU,No Deposit,Check-Out
City Hotel,2016-03-25,2016,3,March,86,31-90 days,2.0,3,False,85.5,256.5,Direct,Direct,Transient,BB,GBR,No Deposit,Check-Out
City Hotel,2016-03-25,2016,3,March,80,31-90 days,2.0,3,True,85.5,256.5,Online TA,TA/TO,Transient,SC,GBR,No Deposit,No-Show
City Hotel,2016-03-25,2016,3,March,16,0-30 days,3.0,3,True,165.67,497.01,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,78,31-90 days,2.0,3,True,105.3,315.9,Online TA,TA/TO,Transient,BB,ITA,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,83,31-90 days,2.0,3,True,105.3,315.9,Online TA,TA/TO,Transient,BB,CHE,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,35,31-90 days,3.0,3,True,76.05,228.14999999999998,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,89,31-90 days,2.0,3,True,105.3,315.9,Online TA,TA/TO,Transient,BB,DEU,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,100,>90 days,2.0,3,True,93.3,279.9,Online TA,TA/TO,Transient,BB,DEU,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,83,31-90 days,4.0,3,True,168.3,504.90000000000003,Online TA,TA/TO,Transient,BB,DEU,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,82,31-90 days,4.0,3,True,168.3,504.90000000000003,Online TA,TA/TO,Transient,BB,FRA,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,40,31-90 days,3.0,3,True,201.95,605.8499999999999,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,174,>90 days,2.0,3,True,115.2,345.6,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,136,>90 days,2.0,3,True,106.2,318.6,Online TA,TA/TO,Transient,BB,PRT,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,93,>90 days,2.0,3,True,105.3,315.9,Online TA,TA/TO,Transient,BB,ITA,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,83,31-90 days,2.0,3,False,105.3,315.9,Online TA,TA/TO,Transient,BB,DEU,No Deposit,Check-Out
City Hotel,2016-03-25,2016,3,March,80,31-90 days,2.0,3,False,65.83,197.49,Online TA,TA/TO,Transient,SC,NZL,No Deposit,Check-Out
City Hotel,2016-03-25,2016,3,March,161,>90 days,1.0,3,True,105.0,315.0,Offline TA/TO,TA/TO,Transient,HB,PRT,Non Refund,Canceled
City Hotel,2016-03-25,2016,3,March,36,31-90 days,2.0,3,True,137.4,412.20000000000005,Online TA,TA/TO,Transient,BB,FRA,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,89,31-90 days,2.0,3,False,96.3,288.9,Online TA,TA/TO,Transient,BB,DEU,No Deposit,Check-Out
City Hotel,2016-03-25,2016,3,March,8,0-30 days,2.0,3,True,185.67,557.01,Online TA,TA/TO,Transient,HB,ESP,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,43,31-90 days,2.0,4,True,148.13,592.52,Online TA,TA/TO,Transient,HB,BEL,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,80,31-90 days,2.0,4,True,74.8,299.2,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,No-Show
City Hotel,2016-03-25,2016,3,March,116,>90 days,2.0,4,True,59.5,238.0,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,90,31-90 days,2.0,4,False,79.8,319.2,Online TA,TA/TO,Transient,BB,AUT,No Deposit,Check-Out
City Hotel,2016-03-25,2016,3,March,81,31-90 days,2.0,4,True,65.0,260.0,Offline TA/TO,TA/TO,Transient-Party,BB,PRT,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,7,0-30 days,2.0,4,True,161.0,644.0,Online TA,TA/TO,Transient,BB,ARE,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,81,31-90 days,2.0,4,True,88.83,355.32,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,0,0-30 days,4.0,4,False,78.42,313.68,Online TA,TA/TO,Transient-Party,BB,CHE,No Deposit,Check-Out
City Hotel,2016-03-25,2016,3,March,34,31-90 days,2.0,4,False,79.8,319.2,Online TA,TA/TO,Transient,BB,AUT,No Deposit,Check-Out
City Hotel,2016-03-25,2016,3,March,80,31-90 days,2.0,4,True,74.8,299.2,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,39,31-90 days,3.0,4,True,134.1,536.4,Online TA,TA/TO,Transient,BB,GBR,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,35,31-90 days,2.0,4,True,63.0,252.0,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,80,31-90 days,3.0,4,True,106.2,424.8,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,41,31-90 days,3.0,13,True,152.7,1985.1,Direct,Direct,Transient,BB,NGA,No Deposit,No-Show
City Hotel,2016-03-25,2016,3,March,43,31-90 days,4.0,14,True,170.61,2388.54,Online TA,TA/TO,Transient,BB,GBR,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,78,31-90 days,1.0,6,True,90.24,541.4399999999999,Direct,Direct,Transient,BB,DEU,No Deposit,Canceled
City Hotel,2016-03-25,2016,3,March,42,31-90 days,3.0,6,True,155.0,930.0,Direct,Direct,Transient,BB,NGA,No Deposit,No-Show
City Hotel,2016-03-26,2016,3,March,14,0-30 days,3.0,2,True,182.0,364.0,Online TA,TA/TO,Transient,BB,ITA,No Deposit,Canceled
City Hotel,2016-03-26,2016,3,March,72,31-90 days,2.0,2,True,96.0,192.0,Groups,TA/TO,Transient,HB,PRT,Non Refund,Canceled
City Hotel,2016-03-26,2016,3,March,32,31-90 days,3.0,2,True,159.3,318.6,Online TA,TA/TO,Transient,BB,GBR,No Deposit,Canceled
City Hotel,2016-03-26,2016,3,March,79,31-90 days,1.0,2,False,85.5,171.0,Online TA,TA/TO,Transient,SC,FRA,No Deposit,Check-Out
City Hotel,2016-03-26,2016,3,March,31,31-90 days,2.0,2,True,116.1,232.2,Online TA,TA/TO,Transient,SC,IRL,No Deposit,Canceled
City Hotel,2016-03-26,2016,3,March,33,31-90 days,1.0,2,True,121.5,243.0,Online TA,TA/TO,Transient,BB,ESP,No Deposit,Canceled
City Hotel,2016-03-26,2016,3,March,100,>90 days,2.0,3,False,90.3,270.9,Online TA,TA/TO,Transient,BB,FRA,No Deposit,Check-Out
City Hotel,2016-03-26,2016,3,March,67,31-90 days,3.0,3,True,100.81,302.43,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,Canceled
City Hotel,2016-03-26,2016,3,March,67,31-90 days,2.0,3,True,76.16,228.48,Offline TA/TO,TA/TO,Transient-Party,BB,PRT,No Deposit,Canceled
City Hotel,2016-03-26,2016,3,March,92,>90 days,2.0,3,True,100.0,300.0,Offline TA/TO,TA/TO,Transient,BB,PRT,Non Refund,Canceled
City Hotel,2016-03-26,2016,3,March,9,0-30 days,2.0,3,True,144.33,432.99,Online TA,TA/TO,Transient,BB,ITA,No Deposit,Canceled
City Hotel,2016-03-26,2016,3,March,67,31-90 days,1.0,3,True,72.08,216.24,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,Canceled
City Hotel,2016-03-26,2016,3,March,67,31-90 days,2.0,3,True,76.16,228.48,Offline TA/TO,TA/TO,Transient,BB,PRT,No Deposit,Canceled
City Hotel,2016-03-26,2016,3,March,8,0-30 days,2.0,3,True,144.33,432.99,Online TA,TA/TO,Transient,BB,ITA,No Deposit,Canceled
City Hotel,2016-03-26,2016,3,March,17,0-30 days,4.0,3,True,224.33,672.99,Online TA,TA/TO,Transient,BB,NLD,No Deposit,Canceled
City Hotel,2016-03-26,2016,3,March,13,0-30 days,3.0,4,True,179.5,718.0,Online TA,TA/TO,Transient,BB,ITA,No Deposit,Canceled
