hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date,arrival_year,arrival_month_num,arrival_day,total_guests,total_nights,lead_time_category,is_cancelled,estimated_revenue
City Hotel,1,201,2017,May,21,25,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,58.0,0.0,34,Transient,115.0,0,0,Canceled,2016-12-09,2017-05-25,2017,5,25,2.0,3,>90 days,True,345.0
City Hotel,1,226,2017,May,21,25,0,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,107.1,0,3,Canceled,2016-12-04,2017-05-25,2017,5,25,2.0,3,>90 days,True,321.29999999999995
City Hotel,1,279,2017,May,21,25,0,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,153.9,0,2,Canceled,2016-10-04,2017-05-25,2017,5,25,3.0,3,>90 days,True,461.70000000000005
City Hotel,1,68,2017,May,21,25,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,171.0,0,0,Canceled,2017-03-19,2017-05-25,2017,5,25,2.0,3,31-90 days,True,513.0
City Hotel,1,219,2017,May,21,25,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,0.0,0,Transient,96.33,0,1,Canceled,2017-05-18,2017-05-25,2017,5,25,2.0,3,>90 days,True,288.99
City Hotel,1,230,2017,May,21,25,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,125.1,0,1,Canceled,2016-10-17,2017-05-25,2017,5,25,2.0,3,>90 days,True,375.29999999999995
City Hotel,1,149,2017,May,21,25,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0.0,0,Transient,162.0,0,2,Canceled,2017-01-08,2017-05-25,2017,5,25,2.0,3,>90 days,True,486.0
City Hotel,1,197,2017,May,21,25,0,3,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0.0,0,Transient,197.1,0,0,Canceled,2016-11-19,2017-05-25,2017,5,25,4.0,3,>90 days,True,591.3
City Hotel,1,247,2017,May,21,25,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,138.6,0,1,Canceled,2017-01-05,2017-05-25,2017,5,25,2.0,3,>90 days,True,415.79999999999995
City Hotel,1,254,2017,May,21,25,0,3,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,119.0,0,1,Canceled,2016-12-19,2017-05-25,2017,5,25,2.0,3,>90 days,True,357.0
City Hotel,1,295,2017,May,21,25,0,3,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,144.0,0,1,Canceled,2016-11-05,2017-05-25,2017,5,25,2.0,3,>90 days,True,432.0
City Hotel,1,172,2017,May,21,25,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,139.5,0,2,Canceled,2017-04-23,2017-05-25,2017,5,25,2.0,3,>90 days,True,418.5
City Hotel,1,185,2017,May,21,25,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,138.9,0,0,Canceled,2017-05-12,2017-05-25,2017,5,25,2.0,3,>90 days,True,416.70000000000005
City Hotel,1,287,2017,May,21,25,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,132.6,0,1,Canceled,2017-01-02,2017-05-25,2017,5,25,2.0,3,>90 days,True,397.79999999999995
City Hotel,1,230,2017,May,21,25,0,3,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,157.5,0,1,Canceled,2016-10-17,2017-05-25,2017,5,25,3.0,3,>90 days,True,472.5
City Hotel,1,170,2017,May,21,25,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,139.5,0,0,Canceled,2016-12-06,2017-05-25,2017,5,25,2.0,3,>90 days,True,418.5
City Hotel,1,282,2017,May,21,25,0,3,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,129.0,0,1,Canceled,2017-02-17,2017-05-25,2017,5,25,2.0,3,>90 days,True,387.0
City Hotel,1,229,2017,May,21,25,1,3,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,125.1,0,0,Canceled,2016-10-09,2017-05-25,2017,5,25,2.0,4,>90 days,True,500.4
City Hotel,1,267,2017,May,21,25,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,138.6,0,0,Canceled,2016-09-02,2017-05-25,2017,5,25,2.0,4,>90 days,True,554.4
City Hotel,1,298,2017,May,21,25,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,123.3,0,1,Canceled,2016-11-01,2017-05-25,2017,5,25,2.0,4,>90 days,True,493.2
City Hotel,1,212,2017,May,21,25,1,3,2,0.0,0,SC,GRC,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,107.1,0,1,Canceled,2017-01-21,2017-05-25,2017,5,25,2.0,4,>90 days,True,428.4
City Hotel,1,250,2017,May,21,25,1,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,107.1,0,0,Canceled,2016-09-18,2017-05-25,2017,5,25,2.0,4,>90 days,True,428.4
City Hotel,1,249,2017,May,21,25,1,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,125.1,0,1,Canceled,2016-09-28,2017-05-25,2017,5,25,2.0,4,>90 days,True,500.4
City Hotel,1,197,2017,May,21,25,2,4,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0.0,0,Transient,129.6,0,1,Canceled,2017-05-25,2017-05-25,2017,5,25,2.0,6,>90 days,True,777.5999999999999
City Hotel,1,179,2017,May,21,25,2,6,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,126.0,0,1,Canceled,2016-12-12,2017-05-25,2017,5,25,2.0,8,>90 days,True,1008.0
City Hotel,1,32,2017,May,21,26,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,160.0,0,0,Canceled,2017-04-25,2017-05-26,2017,5,26,2.0,1,31-90 days,True,160.0
City Hotel,1,30,2017,May,21,26,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,160.0,0,1,No-Show,2017-05-26,2017-05-26,2017,5,26,2.0,1,0-30 days,True,160.0
City Hotel,1,25,2017,May,21,26,0,1,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,230.0,0,0,Canceled,2017-05-04,2017-05-26,2017,5,26,3.0,1,0-30 days,True,230.0
City Hotel,1,32,2017,May,21,26,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,0.0,0,Transient,160.0,0,0,Canceled,2017-04-25,2017-05-26,2017,5,26,2.0,1,31-90 days,True,160.0
City Hotel,1,32,2017,May,21,26,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,0.0,0,Transient,230.0,0,0,Canceled,2017-04-25,2017-05-26,2017,5,26,3.0,1,31-90 days,True,230.0
City Hotel,1,23,2017,May,21,26,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,160.0,0,1,Canceled,2017-05-05,2017-05-26,2017,5,26,2.0,1,0-30 days,True,160.0
City Hotel,1,31,2017,May,21,26,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,230.0,0,1,Canceled,2017-05-20,2017-05-26,2017,5,26,3.0,1,31-90 days,True,230.0
City Hotel,1,26,2017,May,21,26,0,1,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,230.0,0,0,Canceled,2017-04-30,2017-05-26,2017,5,26,3.0,1,0-30 days,True,230.0
City Hotel,1,34,2017,May,21,26,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,190.0,0,1,Canceled,2017-04-25,2017-05-26,2017,5,26,2.0,1,31-90 days,True,190.0
City Hotel,1,109,2017,May,21,26,0,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,126.0,0,0,Canceled,2017-04-02,2017-05-26,2017,5,26,2.0,2,>90 days,True,252.0
City Hotel,1,137,2017,May,21,26,0,2,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,126.0,0,0,Canceled,2017-01-09,2017-05-26,2017,5,26,2.0,2,>90 days,True,252.0
City Hotel,1,236,2017,May,21,26,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,107.1,0,1,Canceled,2016-10-03,2017-05-26,2017,5,26,2.0,2,>90 days,True,214.2
City Hotel,1,111,2017,May,21,26,0,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,126.0,0,0,Canceled,2017-02-04,2017-05-26,2017,5,26,2.0,2,>90 days,True,252.0
City Hotel,1,89,2017,May,21,26,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,8.0,0.0,0,Transient,280.0,0,0,Canceled,2017-03-01,2017-05-26,2017,5,26,2.0,2,31-90 days,True,560.0
City Hotel,1,125,2017,May,21,26,0,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,126.0,0,0,Canceled,2017-01-31,2017-05-26,2017,5,26,2.0,2,>90 days,True,252.0
City Hotel,1,168,2017,May,21,26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0.0,43.0,0,Transient,140.0,0,0,Canceled,2016-12-09,2017-05-26,2017,5,26,2.0,3,>90 days,True,420.0
City Hotel,1,235,2017,May,21,26,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,107.1,0,1,Canceled,2017-01-05,2017-05-26,2017,5,26,2.0,3,>90 days,True,321.29999999999995
City Hotel,1,115,2017,May,21,26,1,2,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,113.4,0,0,Canceled,2017-02-04,2017-05-26,2017,5,26,2.0,3,>90 days,True,340.20000000000005
City Hotel,1,36,2017,May,21,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,0.0,0,Transient,136.0,0,0,Canceled,2017-04-21,2017-05-26,2017,5,26,2.0,3,31-90 days,True,408.0
City Hotel,1,122,2017,May,21,26,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,130.67,0,0,Canceled,2017-02-09,2017-05-26,2017,5,26,2.0,3,>90 days,True,392.01
City Hotel,1,235,2017,May,21,26,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,142.1,0,1,Canceled,2017-01-05,2017-05-26,2017,5,26,2.0,3,>90 days,True,426.29999999999995
City Hotel,1,125,2017,May,21,26,1,2,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,126.0,0,2,Canceled,2017-01-25,2017-05-26,2017,5,26,2.0,3,>90 days,True,378.0
City Hotel,1,32,2017,May,21,26,1,2,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,160.0,0,2,Canceled,2017-05-03,2017-05-26,2017,5,26,2.0,3,31-90 days,True,480.0
City Hotel,1,130,2017,May,21,26,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,112.0,0,1,Canceled,2017-01-20,2017-05-26,2017,5,26,2.0,3,>90 days,True,336.0
City Hotel,1,128,2017,May,21,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,28.0,0.0,0,Transient,85.0,0,0,No-Show,2017-05-26,2017-05-26,2017,5,26,2.0,3,>90 days,True,255.0
City Hotel,1,269,2017,May,21,26,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,135.0,0,3,Canceled,2017-02-15,2017-05-26,2017,5,26,2.0,3,>90 days,True,405.0
City Hotel,1,204,2017,May,21,26,1,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,107.1,0,2,Canceled,2017-03-18,2017-05-26,2017,5,26,2.0,3,>90 days,True,321.29999999999995
City Hotel,1,102,2017,May,21,26,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,149.33,0,0,Canceled,2017-04-05,2017-05-26,2017,5,26,2.0,3,>90 days,True,447.99
City Hotel,1,35,2017,May,21,26,1,2,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,160.0,0,1,Canceled,2017-04-22,2017-05-26,2017,5,26,2.0,3,31-90 days,True,480.0
City Hotel,1,261,2017,May,21,26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,0.0,43.0,93,Transient,140.0,0,0,Canceled,2016-12-09,2017-05-26,2017,5,26,2.0,3,>90 days,True,420.0
City Hotel,1,175,2017,May,21,26,1,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,175.5,0,1,Canceled,2017-02-02,2017-05-26,2017,5,26,3.0,3,>90 days,True,526.5
City Hotel,1,123,2017,May,21,26,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,126.0,0,0,Canceled,2017-01-25,2017-05-26,2017,5,26,2.0,4,>90 days,True,504.0
City Hotel,1,131,2017,May,21,26,2,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,0.0,0,Transient,108.0,0,1,Canceled,2017-02-18,2017-05-26,2017,5,26,2.0,4,>90 days,True,432.0
City Hotel,1,34,2017,May,21,26,2,4,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,160.0,0,1,Canceled,2017-05-24,2017-05-26,2017,5,26,2.0,6,31-90 days,True,960.0
City Hotel,1,125,2017,May,21,26,2,5,2,0.0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,108.0,0,0,Canceled,2017-01-22,2017-05-26,2017,5,26,2.0,7,>90 days,True,756.0
City Hotel,1,105,2017,May,21,27,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,155.0,0.0,0,Transient,185.0,0,1,Canceled,2017-04-23,2017-05-27,2017,5,27,2.0,1,>90 days,True,185.0
City Hotel,1,37,2017,May,21,27,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,0.0,0.0,0,Transient,144.0,0,0,No-Show,2017-05-27,2017-05-27,2017,5,27,1.0,1,31-90 days,True,144.0
City Hotel,1,95,2017,May,21,27,0,1,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,153.0,0,0,Canceled,2017-05-14,2017-05-27,2017,5,27,2.0,1,>90 days,True,153.0
City Hotel,1,13,2017,May,21,27,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,190.0,0,1,Canceled,2017-05-21,2017-05-27,2017,5,27,2.0,1,0-30 days,True,190.0
City Hotel,1,124,2017,May,21,27,0,1,1,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,108.0,0,0,Canceled,2017-03-01,2017-05-27,2017,5,27,1.0,1,>90 days,True,108.0
City Hotel,1,283,2017,May,21,27,1,1,2,0.0,0,HB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,126.9,0,2,Canceled,2016-08-18,2017-05-27,2017,5,27,2.0,2,>90 days,True,253.8
City Hotel,1,246,2017,May,21,27,1,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,0.0,0,Transient-Party,100.0,0,0,Canceled,2017-01-25,2017-05-27,2017,5,27,2.0,2,>90 days,True,200.0
City Hotel,1,151,2017,May,21,27,1,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,133.0,0,1,Canceled,2016-12-27,2017-05-27,2017,5,27,2.0,2,>90 days,True,266.0
City Hotel,1,67,2017,May,21,27,1,1,3,0.0,0,BB,DZA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0.0,0,Transient,234.0,0,2,Canceled,2017-05-10,2017-05-27,2017,5,27,3.0,2,31-90 days,True,468.0
City Hotel,1,196,2017,May,21,27,1,1,1,0.0,0,SC,MEX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,107.1,0,2,Canceled,2017-04-15,2017-05-27,2017,5,27,1.0,2,>90 days,True,214.2
City Hotel,1,151,2017,May,21,27,1,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,133.0,0,0,Canceled,2016-12-27,2017-05-27,2017,5,27,2.0,2,>90 days,True,266.0
City Hotel,1,151,2017,May,21,27,1,1,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,114.0,0,1,Canceled,2017-01-12,2017-05-27,2017,5,27,2.0,2,>90 days,True,228.0
City Hotel,1,127,2017,May,21,27,1,1,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0.0,0,Transient,230.0,0,0,Canceled,2017-01-21,2017-05-27,2017,5,27,4.0,2,>90 days,True,460.0
City Hotel,1,255,2017,May,21,27,2,1,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,119.0,0,0,Canceled,2016-10-03,2017-05-27,2017,5,27,2.0,3,>90 days,True,357.0
City Hotel,1,106,2017,May,21,27,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,0.0,0,Transient,89.1,0,0,Canceled,2017-02-10,2017-05-27,2017,5,27,2.0,3,>90 days,True,267.29999999999995
City Hotel,1,187,2017,May,21,27,2,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,125.1,0,0,Canceled,2016-11-21,2017-05-27,2017,5,27,2.0,3,>90 days,True,375.29999999999995
City Hotel,1,112,2017,May,21,27,2,1,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,189.0,0,0,Canceled,2017-05-14,2017-05-27,2017,5,27,3.0,3,>90 days,True,567.0
City Hotel,1,146,2017,May,21,27,2,1,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,162.0,0,1,Canceled,2017-01-03,2017-05-27,2017,5,27,2.0,3,>90 days,True,486.0
City Hotel,1,73,2017,May,21,27,2,1,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0.0,0,Transient,270.0,0,0,Canceled,2017-03-22,2017-05-27,2017,5,27,4.0,3,31-90 days,True,810.0
City Hotel,1,52,2017,May,21,27,2,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0.0,0,Transient,198.0,0,0,Canceled,2017-04-07,2017-05-27,2017,5,27,2.0,4,31-90 days,True,792.0
City Hotel,1,204,2017,May,21,27,2,2,2,0.0,0,BB,GRC,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,138.6,0,2,Canceled,2017-02-21,2017-05-27,2017,5,27,2.0,4,>90 days,True,554.4
City Hotel,1,145,2017,May,21,27,2,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,165.75,0,0,Canceled,2017-01-02,2017-05-27,2017,5,27,3.0,4,>90 days,True,663.0
City Hotel,1,78,2017,May,21,27,2,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0.0,0,Transient,220.5,0,0,Canceled,2017-03-24,2017-05-27,2017,5,27,3.0,4,31-90 days,True,882.0
City Hotel,1,168,2017,May,21,27,2,2,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,0.0,0,Transient,198.0,0,0,Canceled,2016-12-11,2017-05-27,2017,5,27,4.0,4,>90 days,True,792.0
City Hotel,1,171,2017,May,21,27,2,2,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,144.0,0,1,Canceled,2016-12-14,2017-05-27,2017,5,27,3.0,4,>90 days,True,576.0
City Hotel,1,127,2017,May,21,27,2,2,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,126.0,0,1,Canceled,2017-01-30,2017-05-27,2017,5,27,2.0,4,>90 days,True,504.0
City Hotel,1,52,2017,May,21,27,2,2,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0.0,0,Transient,198.0,0,0,Canceled,2017-04-07,2017-05-27,2017,5,27,1.0,4,31-90 days,True,792.0
City Hotel,1,102,2017,May,21,27,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85.0,0.0,0,Transient,119.52,0,0,Canceled,2017-02-15,2017-05-27,2017,5,27,2.0,5,>90 days,True,597.6
City Hotel,1,84,2017,May,21,27,2,3,1,0.0,0,BB,MAC,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,0.0,0,Transient,183.6,0,0,Canceled,2017-03-05,2017-05-27,2017,5,27,1.0,5,31-90 days,True,918.0
City Hotel,1,126,2017,May,21,27,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,123.81,0,1,Canceled,2017-02-07,2017-05-27,2017,5,27,2.0,7,>90 days,True,866.6700000000001
City Hotel,1,22,2017,May,22,28,1,0,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,170.0,0,1,Canceled,2017-05-12,2017-05-28,2017,5,28,2.0,1,0-30 days,True,170.0
City Hotel,1,17,2017,May,22,28,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,160.0,0,2,No-Show,2017-05-28,2017-05-28,2017,5,28,2.0,2,0-30 days,True,320.0
City Hotel,1,183,2017,May,22,28,2,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,139.5,0,0,Canceled,2017-04-28,2017-05-28,2017,5,28,2.0,2,>90 days,True,279.0
City Hotel,1,150,2017,May,22,28,2,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,155.0,0.0,0,Transient,140.0,0,0,Canceled,2016-12-29,2017-05-28,2017,5,28,2.0,2,>90 days,True,280.0
City Hotel,1,150,2017,May,22,28,2,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,139.5,0,0,Canceled,2016-12-29,2017-05-28,2017,5,28,2.0,2,>90 days,True,279.0
City Hotel,1,9,2017,May,22,28,2,0,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,160.0,0,1,Canceled,2017-05-22,2017-05-28,2017,5,28,2.0,2,0-30 days,True,320.0
City Hotel,1,11,2017,May,22,28,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0.0,0,Transient,170.0,0,1,Canceled,2017-05-19,2017-05-28,2017,5,28,2.0,2,0-30 days,True,340.0
City Hotel,1,79,2017,May,22,28,2,1,1,0.0,0,BB,MAC,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,0.0,0,Transient,140.0,0,0,Canceled,2017-03-12,2017-05-28,2017,5,28,1.0,3,31-90 days,True,420.0
City Hotel,1,103,2017,May,22,28,2,1,2,1.0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,162.0,0,0,Canceled,2017-02-16,2017-05-28,2017,5,28,3.0,3,>90 days,True,486.0
City Hotel,1,10,2017,May,22,28,2,1,2,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,150.0,0,1,Canceled,2017-05-18,2017-05-28,2017,5,28,2.0,3,0-30 days,True,450.0
City Hotel,1,16,2017,May,22,28,2,1,2,0.0,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,146.67,0,1,Canceled,2017-05-13,2017-05-28,2017,5,28,2.0,3,0-30 days,True,440.01
City Hotel,1,20,2017,May,22,28,2,1,1,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0.0,0,Transient,126.0,0,0,Canceled,2017-05-10,2017-05-28,2017,5,28,1.0,3,0-30 days,True,378.0
City Hotel,1,61,2017,May,22,28,2,1,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0.0,0,Transient,214.67,0,0,Canceled,2017-03-31,2017-05-28,2017,5,28,3.0,3,31-90 days,True,644.01
